"phase","experiment_id","formulation","temperature_c","pc_g","ec_g","emc_g","lipf6_g","ionic_conductivity_s_cm","ln_ionic_conductivity"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-10.0","1.5116","1.4976","7.2021","3.2525","0.0013073048908579","-6.777879424417407"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","0.0","1.5116","1.4976","7.2021","3.2525","0.0021652218479231","-6.344998381371989"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","10.0","1.5116","1.4976","7.2021","3.2525","0.0028121231563583","-5.942693431778483"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","20.0","1.5116","1.4976","7.2021","3.2525","0.0042937871319586","-5.567835519510135"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","30.0","1.5116","1.4976","7.2021","3.2525","0.0058064431872797","-5.2177084607643565"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","40.0","1.5116","1.4976","7.2021","3.2525","0.0071646372726065","-4.889943021609557"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","50.0","1.5116","1.4976","7.2021","3.2525","0.0093577716598877","-4.582463235504726"
"liquid","PYA_31082021_BM172_2","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","60.0","1.5116","1.4976","7.2021","3.2525","0.0116049433744734","-4.293442388982951"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-30.0","1.5116","1.4976","7.2021","3.2525","0.0003257123317488","-7.708745848362185"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-20.0","1.5116","1.4976","7.2021","3.2525","0.0007439635122844","-7.203244050026032"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-10.0","1.5116","1.4976","7.2021","3.2525","0.0014187705004223","-6.736161540942102"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","0.0","1.5116","1.4976","7.2021","3.2525","0.0021750622995841","-6.3032787396439245"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","10.0","1.5116","1.4976","7.2021","3.2525","0.0031704404122808","-5.900972155989979"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","20.0","1.5116","1.4976","7.2021","3.2525","0.0041357963907782","-5.526112721144078"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","30.0","1.5116","1.4976","7.2021","3.2525","0.0058118349894297","-5.175984240271188"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","40.0","1.5116","1.4976","7.2021","3.2525","0.0079442359397042","-4.848217469816494"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","50.0","1.5116","1.4976","7.2021","3.2525","0.0102359295370406","-4.54073643480693"
"liquid","PYA_31082021_BM172_3","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","60.0","1.5116","1.4976","7.2021","3.2525","0.0114873195146298","-4.251714414355946"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-30.0","1.5116","1.4976","7.2021","3.2525","0.000333403402614","-7.744154260236579"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-20.0","1.5116","1.4976","7.2021","3.2525","0.000762155827793","-7.229988796586801"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-10.0","1.5116","1.4976","7.2021","3.2525","0.0013172996267422","-6.7549010805068335"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","0.0","1.5116","1.4976","7.2021","3.2525","0.0020381738966786","-6.314599212208666"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","10.0","1.5116","1.4976","7.2021","3.2525","0.002984776115372","-5.905397599485156"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","20.0","1.5116","1.4976","7.2021","3.2525","0.0042651690423685","-5.524113545194085"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","30.0","1.5116","1.4976","7.2021","3.2525","0.0059140920447189","-5.167984302335711"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","40.0","1.5116","1.4976","7.2021","3.2525","0.0073688096561941","-4.834600021499265"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","50.0","1.5116","1.4976","7.2021","3.2525","0.0102299643225413","-4.521849148110535"
"liquid","PYA_31082021_BM172_4","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","60.0","1.5116","1.4976","7.2021","3.2525","0.0133369388431694","-4.227873653583503"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-30.0","1.5116","1.4976","7.2021","3.2525","0.0003508178261311","-7.653839930782331"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-20.0","1.5116","1.4976","7.2021","3.2525","0.0007685232085161","-7.155647993405369"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-10.0","1.5116","1.4976","7.2021","3.2525","0.0013829040702779","-6.695319779180748"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","0.0","1.5116","1.4976","7.2021","3.2525","0.0021634887115424","-6.2686967243355625"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","10.0","1.5116","1.4976","7.2021","3.2525","0.0032636711318696","-5.872207736581684"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","20.0","1.5116","1.4976","7.2021","3.2525","0.0046266867263552","-5.502768995305983"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","30.0","1.5116","1.4976","7.2021","3.2525","0.0067295145010545","-5.157703583489342"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","40.0","1.5116","1.4976","7.2021","3.2525","0.0081937662324119","-4.834676518268047"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","50.0","1.5116","1.4976","7.2021","3.2525","0.0097120449466608","-4.531641844519523"
"liquid","PYA_31082021_BM172_7","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","60.0","1.5116","1.4976","7.2021","3.2525","0.010752929260951","-4.246799256843252"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-30.0","1.5116","1.4976","7.2021","3.2525","0.0003172584081243","-7.82017868474412"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-20.0","1.5116","1.4976","7.2021","3.2525","0.0006648298230932","-7.311519436409791"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","-10.0","1.5116","1.4976","7.2021","3.2525","0.0011863003205998","-6.841519450726749"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","0.0","1.5116","1.4976","7.2021","3.2525","0.0019062153664253","-6.40593279000677"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","10.0","1.5116","1.4976","7.2021","3.2525","0.0028573588197348","-6.001113331174129"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","20.0","1.5116","1.4976","7.2021","3.2525","0.0036354623000908","-5.6239124606978"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","30.0","1.5116","1.4976","7.2021","3.2525","0.0053981226879692","-5.271597017928966"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","40.0","1.5116","1.4976","7.2021","3.2525","0.0067996161467905","-4.941782960615586"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","50.0","1.5116","1.4976","7.2021","3.2525","0.0101424975796045","-4.632381346892701"
"liquid","PYA_31082021_BM172_8","PC:1.5116g | EC:1.4976g | EMC:7.2021g | LiPF6:3.2525g","60.0","1.5116","1.4976","7.2021","3.2525","0.0106555315786549","-4.341554045865171"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-30.0","2.998","0.0","7.2006","0.3009","0.0011297213025345","-6.67418225972464"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-20.0","2.998","0.0","7.2006","0.3009","0.0015036689736092","-6.466699198143758"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-10.0","2.998","0.0","7.2006","0.3009","0.0020477070735613","-6.274985322318594"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","0.0","2.998","0.0","7.2006","0.3009","0.002384248855372","-6.0973087063012406"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","10.0","2.998","0.0","7.2006","0.3009","0.0028205300275777","-5.932182089649408"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","20.0","2.998","0.0","7.2006","0.3009","0.0031536835430601","-5.778321146997358"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","30.0","2.998","0.0","7.2006","0.3009","0.0036606775040434","-5.634611016989351"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","40.0","2.998","0.0","7.2006","0.3009","0.0041939063665861","-5.500079244318593"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","50.0","2.998","0.0","7.2006","0.3009","0.0045015461333203","-5.373873745679757"
"liquid","PYA_31082021_BM173_1","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","60.0","2.998","0.0","7.2006","0.3009","0.0047274394311508","-5.255244744032596"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-30.0","2.998","0.0","7.2006","0.3009","0.0011055176412766","-6.882854341910837"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-20.0","2.998","0.0","7.2006","0.3009","0.001484470142372","-6.69865101329903"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-10.0","2.998","0.0","7.2006","0.3009","0.0018743532854752","-6.52844755765791"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","0.0","2.998","0.0","7.2006","0.3009","0.0022799702024728","-6.370706372244952"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","10.0","2.998","0.0","7.2006","0.3009","0.0027321681944236","-6.224107068196144"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","20.0","2.998","0.0","7.2006","0.3009","0.000185973534552","-6.087509422277904"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","30.0","2.998","0.0","7.2006","0.3009","0.0037009837305823","-5.959923661295719"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","40.0","2.998","0.0","7.2006","0.3009","0.0041694244944786","-5.840486440053732"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","50.0","2.998","0.0","7.2006","0.3009","0.0044913593742118","-5.728441279541563"
"liquid","PYA_31082021_BM173_2","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","60.0","2.998","0.0","7.2006","0.3009","0.0050734891617859","-5.623122528185158"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-30.0","2.998","0.0","7.2006","0.3009","0.0010519231260099","-6.800847764749093"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-20.0","2.998","0.0","7.2006","0.3009","0.0014101426955132","-6.566549007503586"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-10.0","2.998","0.0","7.2006","0.3009","0.0018083658792701","-6.350057490025932"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","0.0","2.998","0.0","7.2006","0.3009","0.0021923353559506","-6.149417447377319"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","10.0","2.998","0.0","7.2006","0.3009","0.0026114904408273","-5.962949401384092"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","20.0","2.998","0.0","7.2006","0.3009","0.0029540089610515","-5.789203036850406"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","30.0","2.998","0.0","7.2006","0.3009","0.0034955260542919","-5.626919404596693"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","40.0","2.998","0.0","7.2006","0.3009","0.0051116064806019","-5.475000366451472"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","50.0","2.998","0.0","7.2006","0.3009","0.0044329917587468","-5.332483713461456"
"liquid","PYA_31082021_BM173_4","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","60.0","2.998","0.0","7.2006","0.3009","0.0051486979542396","-5.19852276528849"
"liquid","PYA_31082021_BM173_7","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-30.0","2.998","0.0","7.2006","0.3009","0.0011260760473639","-6.744918966162298"
"liquid","PYA_31082021_BM173_7","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-20.0","2.998","0.0","7.2006","0.3009","0.0014853207689106","-6.536396706260825"
"liquid","PYA_31082021_BM173_7","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","-10.0","2.998","0.0","7.2006","0.3009","0.0017677232997648","-6.343722613556878"
"liquid","PYA_31082021_BM173_7","PC:2.998g | EMC:7.2006g | LiPF6:0.3009g","0.0","2.998","0.0","7.2006","0.3009","0.0020294299241796","-6.165156087589446"
