"phase","experiment_id","formulation","temperature_c","pc_g","ec_g","emc_g","lipf6_g","ionic_conductivity_s_cm","ln_ionic_conductivity"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","0.0","4.2848","1.0666","5.2959","1.6975","0.0040153423738702","-5.596479855321619"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","10.0","4.2848","1.0666","5.2959","1.6975","0.0053558139778157","-5.3208721302861575"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","20.0","4.2848","1.0666","5.2959","1.6975","0.0067198944709994","-5.064067593040937"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","30.0","4.2848","1.0666","5.2959","1.6975","0.0084250927726045","-4.824205463003055"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","40.0","4.2848","1.0666","5.2959","1.6975","0.0099049601763307","-4.5996626451183165"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","50.0","4.2848","1.0666","5.2959","1.6975","0.0119144541635108","-4.389016953514548"
"liquid","PYA_30032021_BM067_4","PC:4.2848g | EC:1.0666g | EMC:5.2959g | LiPF6:1.6975g","60.0","4.2848","1.0666","5.2959","1.6975","0.0133669078386283","-4.191016958540152"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-30.0","5.3058","0.0","5.2976","1.7034","0.0011075632299896","-6.685059273030498"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-20.0","5.3058","0.0","5.2976","1.7034","0.0017890910958612","-6.314339361945943"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-10.0","5.3058","0.0","5.2976","1.7034","0.0026274970232012","-5.971795009370569"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","0.0","5.3058","0.0","5.2976","1.7034","0.0035888235046088","-5.654331700366522"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","10.0","5.3058","0.0","5.2976","1.7034","0.0050429069325978","-5.359292075558416"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","20.0","5.3058","0.0","5.2976","1.7034","0.0069089024148288","-5.084381369379551"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","30.0","5.3058","0.0","5.2976","1.7034","0.0091906250612957","-4.827607605716198"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","40.0","5.3058","0.0","5.2976","1.7034","0.0094171011513749","-4.587233252154287"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","50.0","5.3058","0.0","5.2976","1.7034","0.0123777371737257","-4.361735850692759"
"liquid","PYA_30032021_BM068_1","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","60.0","5.3058","0.0","5.2976","1.7034","0.0138304293561211","-4.1497757388282"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-30.0","5.3058","0.0","5.2976","1.7034","0.0011090611481278","-6.686993902367971"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-20.0","5.3058","0.0","5.2976","1.7034","0.0018133745074984","-6.330568599327536"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-10.0","5.3058","0.0","5.2976","1.7034","0.0026365484515657","-6.001232431992244"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","0.0","5.3058","0.0","5.2976","1.7034","0.0035219854913717","-5.696010206984265"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","10.0","5.3058","0.0","5.2976","1.7034","0.0046553643465567","-5.412347030184514"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","20.0","5.3058","0.0","5.2976","1.7034","0.0058840059014612","-5.148036620009341"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","30.0","5.3058","0.0","5.2976","1.7034","0.0074398910432424","-4.901163809054038"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","40.0","5.3058","0.0","5.2976","1.7034","0.0095422576365164","-4.670058062505907"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","50.0","5.3058","0.0","5.2976","1.7034","0.0117040420760538","-4.453255626899948"
"liquid","PYA_30032021_BM068_2","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","60.0","5.3058","0.0","5.2976","1.7034","0.0130454652206999","-4.249468495847851"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-30.0","5.3058","0.0","5.2976","1.7034","0.0011483354175956","-6.62715744665002"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-20.0","5.3058","0.0","5.2976","1.7034","0.0018667599556803","-6.269371398335255"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-10.0","5.3058","0.0","5.2976","1.7034","0.002640680485666","-5.938777905469075"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","0.0","5.3058","0.0","5.2976","1.7034","0.0043337643143906","-5.63239041610765"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","10.0","5.3058","0.0","5.2976","1.7034","0.0054012338996823","-5.34764428216642"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","20.0","5.3058","0.0","5.2976","1.7034","0.0061441715417177","-5.08232479901429"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","30.0","5.3058","0.0","5.2976","1.7034","0.0074675158762071","-4.834509487602364"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","40.0","5.3058","0.0","5.2976","1.7034","0.0097328037485901","-4.602521435421599"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","50.0","5.3058","0.0","5.2976","1.7034","0.0131867008203425","-4.384891300751636"
"liquid","PYA_30032021_BM068_3","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","60.0","5.3058","0.0","5.2976","1.7034","0.0136023520243762","-4.180326159908475"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-30.0","5.3058","0.0","5.2976","1.7034","0.0010257402256843","-6.79629026021075"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-20.0","5.3058","0.0","5.2976","1.7034","0.0016816871222006","-6.420463215643135"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","-10.0","5.3058","0.0","5.2976","1.7034","0.00246000361664","-6.073199883374027"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","0.0","5.3058","0.0","5.2976","1.7034","0.0033214025735571","-5.7513631176265445"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","10.0","5.3058","0.0","5.2976","1.7034","0.0044267161358052","-5.452258950554498"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","20.0","5.3058","0.0","5.2976","1.7034","0.0056025504460559","-5.173561003306571"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","30.0","5.3058","0.0","5.2976","1.7034","0.0079740131785993","-4.9132498577903245"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","40.0","5.3058","0.0","5.2976","1.7034","0.0069222301062647","-4.669564044895265"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","50.0","5.3058","0.0","5.2976","1.7034","0.0124010476827421","-4.440960132844709"
"liquid","PYA_30032021_BM068_4","PC:5.3058g | EMC:5.2976g | LiPF6:1.7034g","60.0","5.3058","0.0","5.2976","1.7034","0.0160420513175806","-4.226080003597729"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","-30.0","1.2065","4.2414","5.3","2.4043","0.0005882283285207","-7.216441918687882"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","-20.0","1.2065","4.2414","5.3","2.4043","0.0012356974438387","-6.743185810137995"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","-10.0","1.2065","4.2414","5.3","2.4043","0.0020337346630649","-6.305898244894199"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","0.0","1.2065","4.2414","5.3","2.4043","0.0030834879981451","-5.90062880633858"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","10.0","1.2065","4.2414","5.3","2.4043","0.004506767648429","-5.523985144830861"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","20.0","1.2065","4.2414","5.3","2.4043","0.0049747124163518","-5.173037793165045"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","30.0","1.2065","4.2414","5.3","2.4043","0.0077892254988426","-4.845243821124222"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","40.0","1.2065","4.2414","5.3","2.4043","0.0116296355300726","-4.538385117934799"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","50.0","1.2065","4.2414","5.3","2.4043","0.0163760014957845","-4.250518133958711"
"liquid","PYA_30032021_BM069_2","PC:1.2065g | EC:4.2414g | EMC:5.3g | LiPF6:2.4043g","60.0","1.2065","4.2414","5.3","2.4043","0.0144587802826108","-3.9799326738593193"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-30.0","2.1321","3.1741","5.305","2.4058","0.0005318249885652","-7.334314631872111"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-20.0","2.1321","3.1741","5.305","2.4058","0.001052014457847","-6.877404374604923"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-10.0","2.1321","3.1741","5.305","2.4058","0.0017558300701366","-6.455220338676682"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","0.0","2.1321","3.1741","5.305","2.4058","0.0025421668506002","-6.06394855139777"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","10.0","2.1321","3.1741","5.305","2.4058","0.0035818169812596","-5.700313831911826"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","20.0","2.1321","3.1741","5.305","2.4058","0.004777460259312","-5.361487894243103"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","30.0","2.1321","3.1741","5.305","2.4058","0.0073514910109206","-5.045015638756055"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","40.0","2.1321","3.1741","5.305","2.4058","0.0087933780675975","-4.748755566279517"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","50.0","2.1321","3.1741","5.305","2.4058","0.0088064861564657","-4.470831255676815"
"liquid","PYA_30032021_BM070_1","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","60.0","2.1321","3.1741","5.305","2.4058","0.0150484448878261","-4.209591580259628"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-30.0","2.1321","3.1741","5.305","2.4058","0.0005597891565677","-7.250805710889029"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-20.0","2.1321","3.1741","5.305","2.4058","0.0011356025960783","-6.789027239355995"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-10.0","2.1321","3.1741","5.305","2.4058","0.001930107279483","-6.362344984545974"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","0.0","2.1321","3.1741","5.305","2.4058","0.0029067705075772","-5.966904337263685"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","10.0","2.1321","3.1741","5.305","2.4058","0.0041886626064573","-5.599395220780075"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","20.0","2.1321","3.1741","5.305","2.4058","0.0057073278352457","-5.256959214750745"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","30.0","2.1321","3.1741","5.305","2.4058","0.0072303757999618","-4.937115061337568"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","40.0","2.1321","3.1741","5.305","2.4058","0.0090680828803431","-4.6376984444668246"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","50.0","2.1321","3.1741","5.305","2.4058","0.0115066944099231","-4.356812950410301"
"liquid","PYA_30032021_BM070_3","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","60.0","2.1321","3.1741","5.305","2.4058","0.0157367673193334","-4.092789860319352"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-30.0","2.1321","3.1741","5.305","2.4058","0.0005529440513043","-7.284017367268065"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-20.0","2.1321","3.1741","5.305","2.4058","0.0011082726778977","-6.8201129576136506"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","-10.0","2.1321","3.1741","5.305","2.4058","0.0018737632090913","-6.3914663408267565"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","0.0","2.1321","3.1741","5.305","2.4058","0.0027426899098911","-5.994205161842308"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","10.0","2.1321","3.1741","5.305","2.4058","0.0039138103357662","-5.6250041049828425"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","20.0","2.1321","3.1741","5.305","2.4058","0.0053356053548906","-5.28099159029356"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","30.0","2.1321","3.1741","5.305","2.4058","0.0073684967948165","-4.959674936708636"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","40.0","2.1321","3.1741","5.305","2.4058","0.0096491553882897","-4.658879864064787"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","50.0","2.1321","3.1741","5.305","2.4058","0.0116448348963283","-4.376701227914447"
"liquid","PYA_30032021_BM070_4","PC:2.1321g | EC:3.1741g | EMC:5.305g | LiPF6:2.4058g","60.0","2.1321","3.1741","5.305","2.4058","0.0144397358503603","-4.1114626269524805"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-30.0","3.1845","2.1278","5.2953","2.4003","0.0005714919067333","-7.244667235630739"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-20.0","3.1845","2.1278","5.2953","2.4003","0.0011165465791653","-6.7956985330013895"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-10.0","3.1845","2.1278","5.2953","2.4003","0.0018547784265209","-6.380852475451223"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","0.0","3.1845","2.1278","5.2953","2.4003","0.0027346418185657","-5.996381380928709"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","10.0","3.1845","2.1278","5.2953","2.4003","0.0039409147519503","-5.639066994477715"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","20.0","3.1845","2.1278","5.2953","2.4003","0.0055652410074503","-5.306130188545292"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","30.0","3.1845","2.1278","5.2953","2.4003","0.0072618618982407","-4.995158535568993"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","40.0","3.1845","2.1278","5.2953","2.4003","0.0090809523577657","-4.7040477577628215"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","50.0","3.1845","2.1278","5.2953","2.4003","0.0108384962439763","-4.430954048055441"
"liquid","PYA_30032021_BM071_2","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","60.0","3.1845","2.1278","5.2953","2.4003","0.0131440167079133","-4.1742549779823"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-30.0","3.1845","2.1278","5.2953","2.4003","0.0005965051012748","-7.182524514210049"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-20.0","3.1845","2.1278","5.2953","2.4003","0.0011709297952627","-6.738391599712396"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","-10.0","3.1845","2.1278","5.2953","2.4003","0.0019718760413049","-6.328013799369988"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","0.0","3.1845","2.1278","5.2953","2.4003","0.0029263980506366","-5.947683796965886"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","10.0","3.1845","2.1278","5.2953","2.4003","0.0041436335248051","-5.594218000982699"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","20.0","3.1845","2.1278","5.2953","2.4003","0.005905220857734","-5.264867217517554"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","30.0","3.1845","2.1278","5.2953","2.4003","0.0077558464648822","-4.957245002976383"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","40.0","3.1845","2.1278","5.2953","2.4003","0.0091881133043388","-4.669269744497236"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","50.0","3.1845","2.1278","5.2953","2.4003","0.0108753665669261","-4.399117494433946"
"liquid","PYA_30032021_BM071_3","PC:3.1845g | EC:2.1278g | EMC:5.2953g | LiPF6:2.4003g","60.0","3.1845","2.1278","5.2953","2.4003","0.013556717616314","-4.145183299304665"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-30.0","4.2379","1.0561","5.2961","2.4015","0.0005828627107543","-7.2424450837683985"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-20.0","4.2379","1.0561","5.2961","2.4015","0.0011579946316205","-6.786752529572913"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-10.0","4.2379","1.0561","5.2961","2.4015","0.0018754236688187","-6.365693648506479"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","0.0","4.2379","1.0561","5.2961","2.4015","0.0029050964903698","-5.975464632427519"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","10.0","4.2379","1.0561","5.2961","2.4015","0.0039010997752214","-5.612799029103563"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","20.0","4.2379","1.0561","5.2961","2.4015","0.0053314826369692","-5.274876090171484"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","30.0","4.2379","1.0561","5.2961","2.4015","0.0069680365208033","-4.959247259036344"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0097638325216209","-4.663776743796788"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0111028412023037","-4.386593124131398"
"liquid","PYA_30032021_BM072_1","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0151736481594505","-4.126049673739031"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-30.0","4.2379","1.0561","5.2961","2.4015","0.0004696288904965","-7.56730428356518"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-20.0","4.2379","1.0561","5.2961","2.4015","0.0009160351140172","-7.087016536121169"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-10.0","4.2379","1.0561","5.2961","2.4015","0.0014673376615376","-6.643231752571818"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","0.0","4.2379","1.0561","5.2961","2.4015","0.0020886145704649","-6.231940821012168"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","10.0","4.2379","1.0561","5.2961","2.4015","0.0029763011843975","-5.849700988273616"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","20.0","4.2379","1.0561","5.2961","2.4015","0.0036929220109318","-5.493539261128685"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","30.0","4.2379","1.0561","5.2961","2.4015","0.0047963123610926","-5.160874926505276"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0057935860995135","-4.849456916941639"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0134340486331469","-4.557312805540693"
"liquid","PYA_30032021_BM072_3","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0157767824102312","-4.282706986884811"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-30.0","4.2379","1.0561","5.2961","2.4015","0.0005175080799228","-7.381160120667978"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-20.0","4.2379","1.0561","5.2961","2.4015","0.0009965156741438","-6.9220495602937895"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","-10.0","4.2379","1.0561","5.2961","2.4015","0.0016719120931821","-6.497832449311519"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","0.0","4.2379","1.0561","5.2961","2.4015","0.0024675967469779","-6.104676448413983"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","10.0","4.2379","1.0561","5.2961","2.4015","0.0034942526116172","-5.739290604740361"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","20.0","4.2379","1.0561","5.2961","2.4015","0.0047498143200187","-5.398833012383376"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","30.0","4.2379","1.0561","5.2961","2.4015","0.006240785535326","-5.080836748897049"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","40.0","4.2379","1.0561","5.2961","2.4015","0.0078049032030012","-4.783150002478344"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","50.0","4.2379","1.0561","5.2961","2.4015","0.0104552903362128","-4.503887315872033"
"liquid","PYA_30032021_BM072_4","PC:4.2379g | EC:1.0561g | EMC:5.2961g | LiPF6:2.4015g","60.0","4.2379","1.0561","5.2961","2.4015","0.0138358559294724","-4.241389611202164"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-30.0","5.2948","0.0","5.2994","2.4065","0.000579090536179","-7.249699504468768"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-20.0","5.2948","0.0","5.2994","2.4065","0.0011181142290483","-6.803423169664142"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","-10.0","5.2948","0.0","5.2994","2.4065","0.0018240558737387","-6.391064853845236"
"liquid","PYA_30032021_BM073_1","PC:5.2948g | EMC:5.2994g | LiPF6:2.4065g","0.0","5.2948","0.0","5.2994","2.4065","0.0027196885393786","-6.008899348996045"
